Phel_clc_contig_105	gi|28881689|emb|X55514.2|	74.71	1957	0.0	 1270	7612	Pisaster ochraceus	ochreous starfish	starfish	Eukaryota	Pisaster ochraceus mitochondrial DNA for NADH dehydrogenase subunits 1, 2, 3 and 4L, cytochrome oxidase subunits I, II and III, ATPase subunits 6 and 8, and 13 tRNAs
Phel_clc_contig_106	gi|390348710|ref|XM_001178084.2|	69.80	394	6e-38	  170	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus rho-related protein racA-like (LOC752289), mRNA
Phel_clc_contig_107	gi|260820402|ref|XM_002605478.1|	70.70	215	2e-15	96.9	7739	Branchiostoma floridae	Florida lancelet	lancelets	Eukaryota	Branchiostoma floridae hypothetical protein, mRNA
Phel_clc_contig_109	gi|390364616|ref|XM_792704.3|	73.68	228	6e-29	  141	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus uncharacterized LOC593217 (LOC593217), mRNA
Phel_clc_contig_110	gi|524883710|ref|XM_005098425.1|	66.82	434	5e-23	  122	6500	Aplysia californica	California sea hare	gastropods	Eukaryota	PREDICTED: Aplysia californica osteoclast-stimulating factor 1-like (LOC101857114), mRNA
Phel_clc_contig_112	gi|24266970|gb|AF548328.1|	73.19	496	6e-76	  295	7741	Branchiostoma belcheri	Belcher's lancelet	lancelets	Eukaryota	Branchiostoma belcheri ribosomal protein L9 mRNA, complete cds
Phel_clc_contig_113	gi|15212118|dbj|AB070232.1|	78.22	326	2e-66	  266	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis EF-1a gene for EF-1a partial cds
Phel_clc_contig_119	gi|390354971|ref|XM_782133.3|	73.53	1239	0.0	  728	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus lissencephaly-1 homolog, transcript variant 2 (LOC582170), mRNA
Phel_clc_contig_120	gi|390357679|ref|XM_783013.3|	72.43	1578	0.0	  859	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus T-complex protein 1 subunit theta-like (LOC583086), mRNA
Phel_clc_contig_122	gi|457867002|emb|HF570295.1|	87.65	162	4e-48	  203	27933	Sycon ciliatum	Sycon ciliatum	sponges	Eukaryota	Sycon ciliatum mRNA for Calmodulin and related proteins (calm3 gene)
Phel_clc_contig_123	gi|378345430|gb|JN676981.1|	81.42	113	2e-18	  105	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis microsatellite Aamr40 sequence
Phel_clc_contig_124	gi|390341074|ref|XM_003725319.1|	68.22	258	3e-13	89.7	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus suppressor of cytokine signaling 2-like (LOC594503), mRNA
Phel_clc_contig_125	gi|390341753|ref|XM_777842.3|	81.05	95	4e-14	91.5	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus uncharacterized LOC577628, transcript variant 2 (LOC577628), mRNA
Phel_clc_contig_126	gi|378345429|gb|JN676980.1|	92.21	77	7e-21	  113	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis microsatellite Aamr39 sequence
Phel_clc_contig_128	gi|404434303|tpg|BK008529.1|	67.86	392	2e-24	  125	7757	Petromyzon marinus	sea lamprey	lampreys	Eukaryota	TPA_inf: Petromyzon marinus sialidase NEU1.1 mRNA, partial cds
Phel_clc_contig_129	gi|390341397|ref|XM_782285.2|	68.99	587	3e-53	  223	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus uncharacterized LOC582330, transcript variant 2 (LOC582330), mRNA
Phel_clc_contig_132	gi|378345418|gb|JN676969.1|	83.12	154	2e-32	  150	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis microsatellite Aamr22 sequence
Phel_clc_contig_133	gi|390354570|ref|XM_788116.3|	69.05	643	7e-59	  241	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus transmembrane protein 55B-like (LOC588430), mRNA
Phel_clc_contig_134	gi|390345046|ref|XM_003726202.1|	76.97	178	2e-28	  136	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus 40S ribosomal protein S29-like (LOC100891862), mRNA
Phel_clc_contig_136	gi|296803368|gb|GU734027.1|	75.47	159	5e-18	  102	7609	Marthasterias glacialis	spiny starfish	starfish	Eukaryota	Marthasterias glacialis clone Mgla7 microsatellite sequence
Phel_clc_contig_137	gi|542237785|ref|XM_003451952.2|	78.86	317	2e-66	  262	8128	Oreochromis niloticus	Nile tilapia	bony fishes	Eukaryota	PREDICTED: Oreochromis niloticus 40S ribosomal protein S24-like (LOC100700493), transcript variant X1, mRNA
Phel_clc_contig_141	gi|542163245|ref|XM_005490217.1|	68.29	719	2e-60	  246	44394	Zonotrichia albicollis	white-throated sparrow	birds	Eukaryota	PREDICTED: Zonotrichia albicollis sterol O-acyltransferase 1 (SOAT1), mRNA
Phel_clc_contig_142	gi|378345409|gb|JN676960.1|	79.68	251	1e-50	  212	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis microsatellite Aamr08 sequence
Phel_clc_contig_145	gi|390359558|ref|XM_003729459.1|	69.49	2553	0.0	 1005	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus filamin B, beta, transcript variant 3 (flnb), mRNA
Phel_clc_contig_146	gi|15485220|emb|AJ308602.1|	70.83	192	2e-11	82.4	7604	Asterias rubens	European starfish	starfish	Eukaryota	Asterias rubens mRNA for CMP-N-acetylneuraminic acid hydroxylase (cnh gene)
Phel_clc_contig_147	gi|390349319|ref|XM_780223.3|	78.59	523	2e-117	  435	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus ras-related protein Rap-1b-like (LOC580151), mRNA
Phel_clc_contig_148	gi|390356472|ref|XM_775030.3|	74.45	861	5e-154	  556	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus SPRY domain-containing SOCS box protein 4-like, transcript variant 1 (LOC581322), mRNA
Phel_clc_contig_154	gi|319740955|gb|HQ128713.1|	83.58	999	0.0	 1074	46514	Patiria miniata	bat star	starfish	Eukaryota	Patiria miniata eyes absent mRNA, partial cds
Phel_clc_contig_155	gi|507657222|ref|XM_004634256.1|	76.99	113	6e-13	87.8	10160	Octodon degus	degu	rodents	Eukaryota	PREDICTED: Octodon degus DDRGK domain containing 1 (Ddrgk1), mRNA
Phel_clc_contig_157	gi|390335514|ref|XM_778954.3|	69.65	1384	3e-160	  576	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus WD repeat domain 7 (WDR7), mRNA
Phel_clc_contig_159	gi|295852941|ref|XR_086618.2|	70.37	847	4e-95	  360	10224	Saccoglossus kowalevskii	Saccoglossus kowalevskii	hemichordates	Eukaryota	PREDICTED: Saccoglossus kowalevskii predicted protein-like (LOC100374654), partial miscRNA
Phel_clc_contig_164	gi|15212118|dbj|AB070232.1|	82.93	123	6e-24	  122	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis EF-1a gene for EF-1a partial cds
Phel_clc_contig_165	gi|378345414|gb|JN676965.1|	90.14	71	3e-13	89.7	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis microsatellite Aamr18 sequence
Phel_clc_contig_167	gi|144610495|gb|EF134900.1|	90.00	70	1e-15	95.1	7604	Asterias rubens	European starfish	starfish	Eukaryota	Asterias rubens voucher NSM17038-PV01 ATP synthase beta subunit gene, intron 5
Phel_clc_contig_168	gi|514461746|ref|XM_005003803.1|	76.36	110	1e-11	82.4	10141	Cavia porcellus	domestic guinea pig	rodents	Eukaryota	PREDICTED: Cavia porcellus mannose-6-phosphate receptor (cation dependent) (M6pr), transcript variant X2, mRNA
Phel_clc_contig_169	gi|74095342|emb|AJ889572.1|	77.59	116	4e-14	91.5	7609	Marthasterias glacialis	spiny starfish	starfish	Eukaryota	Marthasterias glacialis partial mRNA for aurora/Ipl1p-related kinase (aurora gene)
Phel_clc_contig_170	gi|390344702|ref|XM_781710.3|	77.30	1467	0.0	 1128	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus regulator of nonsense transcripts 1-like (LOC581723), mRNA
Phel_clc_contig_171	gi|390354742|ref|XM_782526.3|	74.41	211	8e-24	  123	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus dimethylaniline monooxygenase [N-oxide-forming] 2-like (LOC582581), mRNA
Phel_clc_contig_173	gi|390340347|ref|XM_787739.3|	79.04	520	7e-121	  446	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus actin-related protein 2/3 complex subunit 4-like (LOC588038), mRNA
Phel_clc_contig_174	gi|507578181|ref|XM_004672555.1|	76.36	110	1e-11	82.4	51337	Jaculus jaculus	lesser Egyptian jerboa	rodents	Eukaryota	PREDICTED: Jaculus jaculus ER membrane protein complex subunit 10 (Emc10), transcript variant X1, mRNA
Phel_clc_contig_175	gi|543734584|ref|XM_005508230.1|	79.33	150	7e-25	  127	8932	Columba livia	rock pigeon	birds	Eukaryota	PREDICTED: Columba livia nuclear factor, erythroid 2-like 1 (NFE2L1), mRNA
Phel_clc_contig_176	gi|514445853|ref|XM_003462138.2|	71.72	389	2e-46	  199	10141	Cavia porcellus	domestic guinea pig	rodents	Eukaryota	PREDICTED: Cavia porcellus GDP dissociation inhibitor 1 (Gdi1), transcript variant X2, mRNA
Phel_clc_contig_178	gi|390357066|ref|XM_003728873.1|	65.66	565	2e-19	  109	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus uncharacterized LOC100894010 (LOC100894010), mRNA
Phel_clc_contig_182	gi|390331774|ref|XM_780470.3|	69.05	349	4e-23	  122	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus uncharacterized LOC580410 (LOC580410), mRNA
Phel_clc_contig_186	gi|390355810|ref|XM_781120.3|	74.72	989	0.0	  650	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus focal adhesion kinase 1-like (LOC581102), mRNA
Phel_clc_contig_188	gi|390359504|ref|XM_783698.3|	73.01	704	1e-107	  403	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus protein still life, isoforms C/SIF type 2-like (LOC583804), mRNA
Phel_clc_contig_189	gi|117067207|gb|EF031056.1|	75.26	578	6e-107	  398	7741	Branchiostoma belcheri	Belcher's lancelet	lancelets	Eukaryota	Branchiostoma belcheri ribosomal protein S7 mRNA, complete cds
Phel_clc_contig_192	gi|260810164|ref|XM_002599828.1|	65.93	587	3e-28	  138	7739	Branchiostoma floridae	Florida lancelet	lancelets	Eukaryota	Branchiostoma floridae hypothetical protein, mRNA
Phel_clc_contig_194	gi|524870725|ref|XM_005092088.1|	67.37	429	1e-22	  120	6500	Aplysia californica	California sea hare	gastropods	Eukaryota	PREDICTED: Aplysia californica protein big brother-like (LOC101847018), mRNA
Phel_clc_contig_197	gi|390359753|ref|XM_003729508.1|	71.67	240	6e-20	  111	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like (LOC577202), mRNA
Phel_clc_contig_198	gi|378345409|gb|JN676960.1|	80.38	158	3e-29	  140	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis microsatellite Aamr08 sequence
Phel_clc_contig_200	gi|336478064|ref|NM_001242650.1|	72.82	298	9e-36	  161	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	Strongylocentrotus purpuratus ribosomal protein L36 (rpl36), mRNA
Phel_clc_contig_202	gi|260820673|ref|XM_002605613.1|	70.33	300	4e-27	  134	7739	Branchiostoma floridae	Florida lancelet	lancelets	Eukaryota	Branchiostoma floridae hypothetical protein, mRNA
Phel_clc_contig_203	gi|74095342|emb|AJ889572.1|	76.65	167	4e-23	  122	7609	Marthasterias glacialis	spiny starfish	starfish	Eukaryota	Marthasterias glacialis partial mRNA for aurora/Ipl1p-related kinase (aurora gene)
Phel_clc_contig_207	gi|15485220|emb|AJ308602.1|	81.52	92	3e-11	82.4	7604	Asterias rubens	European starfish	starfish	Eukaryota	Asterias rubens mRNA for CMP-N-acetylneuraminic acid hydroxylase (cnh gene)
Phel_clc_contig_209	gi|390360127|ref|XM_788894.3|	68.63	271	9e-14	91.5	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus tubulin polymerization-promoting protein family member 3-like (LOC589245), mRNA
Phel_clc_contig_214	gi|390348413|ref|XM_003726951.1|	75.52	241	2e-37	  168	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus Fos-related antigen 2-like, transcript variant 1 (LOC579838), mRNA
Phel_clc_contig_215	gi|432953308|ref|XM_004085294.1|	69.66	2393	0.0	 1002	8090	Oryzias latipes	Japanese medaka	bony fishes	Eukaryota	PREDICTED: Oryzias latipes vacuolar protein sorting-associated protein 35-like (LOC101157421), mRNA
Phel_clc_contig_216	gi|171673208|gb|EU416330.1|	74.62	1923	0.0	 1260	419950	Phascolosoma esculenta	Phascolosoma esculenta	peanut worms	Eukaryota	Phascolosoma esculenta heat shock protein 70 mRNA, complete cds
Phel_clc_contig_222	gi|158936905|dbj|AB302954.1|	79.35	92	5e-11	80.6	7594	Patiria pectinifera	Patiria pectinifera	starfish	Eukaryota	Patiria pectinifera MsxB gene for MsxB protein, complete cds
Phel_clc_contig_223	gi|378345409|gb|JN676960.1|	88.93	244	3e-78	  304	7602	Asterias amurensis	Asterias amurensis	starfish	Eukaryota	Asterias amurensis microsatellite Aamr08 sequence
Phel_clc_contig_224	gi|390342242|ref|XM_779098.3|	70.73	468	1e-52	  219	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus stromal cell-derived factor 2-like (LOC578962), mRNA
Phel_clc_contig_225	gi|390359373|ref|XM_784671.3|	82.50	200	9e-48	  203	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus proteasome subunit alpha type-1-like (LOC584825), mRNA
Phel_clc_contig_229	gi|255982503|ref|NM_025840.3|	70.51	373	4e-39	  174	10090	Mus musculus	house mouse	rodents	Eukaryota	Mus musculus basic leucine zipper and W2 domains 2 (Bzw2), mRNA
Phel_clc_contig_230	gi|390354957|ref|XM_003728398.1|	72.26	829	2e-115	  428	7668	Strongylocentrotus purpuratus	purple sea urchin	sea urchins	Eukaryota	PREDICTED: Strongylocentrotus purpuratus uncharacterized LOC574558, transcript variant 3 (LOC574558), mRNA
